Year,Month,State/UT,Tourism Category,Tourist Count,Revenue (INR),Popular Destinations,Purpose of Visit
2004,November,Uttarakhand,Total,49847,37823301.63,Top places in Uttarakhand,Business
2004,November,West Bengal,Domestic,7564,10005239.53,Top places in West Bengal,Leisure
2004,November,Delhi,Domestic,8178,11811691.25,Top places in Delhi,Leisure
2004,November,Puducherry,Domestic,65989,43943361.7,Top places in Puducherry,Pilgrimage
2004,November,Jammu & Kashmir,Domestic,34328,36819463.18,Top places in Jammu & Kashmir,Business
2004,November,Ladakh,International,28072,31883227.91,Top places in Ladakh,Education
2004,November,Andaman & Nicobar,Domestic,12265,16346784.79,Top places in Andaman & Nicobar,Pilgrimage
2004,November,Chandigarh,International,30905,38018466.58,Top places in Chandigarh,Medical
2004,November,Dadra & Nagar Haveli and Daman & Diu,International,72388,63348835.12,Top places in Dadra & Nagar Haveli and Daman & Diu,Pilgrimage
2004,November,Lakshadweep,Domestic,88425,97847936.89,Top places in Lakshadweep,Business
2004,December,Andhra Pradesh,International,37535,20334444.68,Top places in Andhra Pradesh,Business
2004,December,Arunachal Pradesh,Domestic,95519,108348561.4,Top places in Arunachal Pradesh,Medical
2004,December,Assam,International,48275,47088792.51,Top places in Assam,Leisure
2004,December,Bihar,Total,45370,39812629.33,Top places in Bihar,Leisure
2004,December,Chhattisgarh,International,98097,74358457.06,Top places in Chhattisgarh,Business
2004,December,Goa,Total,90504,66462251.46,Top places in Goa,Pilgrimage
2004,December,Gujarat,Total,6279,8892191.91,Top places in Gujarat,Education
2004,December,Haryana,Domestic,83809,90330943.06,Top places in Haryana,Medical
2004,December,Himachal Pradesh,International,12428,16351934.33,Top places in Himachal Pradesh,Business
2004,December,Jharkhand,International,11046,7434497.47,Top places in Jharkhand,Pilgrimage
2004,December,Karnataka,Domestic,10139,5889811.94,Top places in Karnataka,Leisure
2004,December,Kerala,International,97284,65755430.46,Top places in Kerala,Pilgrimage
2004,December,Madhya Pradesh,International,65143,70936260.52,Top places in Madhya Pradesh,Business
2004,December,Maharashtra,Total,81453,98150206.89,Top places in Maharashtra,Education
2004,December,Manipur,Total,16078,13777316.35,Top places in Manipur,Education
2004,December,Meghalaya,Domestic,26979,24951010.74,Top places in Meghalaya,Pilgrimage
2004,December,Mizoram,Total,87395,68042319.29,Top places in Mizoram,Education
2004,December,Nagaland,Domestic,62275,64355506.82,Top places in Nagaland,Leisure
2004,December,Odisha,Domestic,36055,47946116.76,Top places in Odisha,Medical
2004,December,Punjab,International,61848,68836950.15,Top places in Punjab,Education
2004,December,Rajasthan,Domestic,85314,112716082.1,Top places in Rajasthan,Education
2004,December,Sikkim,Total,66206,38509543.12,Top places in Sikkim,Medical
2004,December,Tamil Nadu,Domestic,24260,31553181.67,Top places in Tamil Nadu,Medical
2004,December,Telangana,Total,25247,14017093.36,Top places in Telangana,Business
2004,December,Tripura,Domestic,83564,83103781.7,Top places in Tripura,Business
2004,December,Uttar Pradesh,International,76778,42813234.15,Top places in Uttar Pradesh,Business
2004,December,Uttarakhand,Domestic,36471,50011077.42,Top places in Uttarakhand,Education
2004,December,West Bengal,Total,70691,65317377.05,Top places in West Bengal,Medical
2004,December,Delhi,Total,60306,47232110.65,Top places in Delhi,Education
2004,December,Puducherry,Domestic,85074,85250427.53,Top places in Puducherry,Leisure
2004,December,Jammu & Kashmir,International,60484,71288039.95,Top places in Jammu & Kashmir,Business
2004,December,Ladakh,Domestic,56436,52154259.25,Top places in Ladakh,Medical
2004,December,Andaman & Nicobar,International,96087,52072741.66,Top places in Andaman & Nicobar,Business
2004,December,Chandigarh,Domestic,53539,74819506.56,Top places in Chandigarh,Medical
2004,December,Dadra & Nagar Haveli and Daman & Diu,Domestic,43196,44230873.77,Top places in Dadra & Nagar Haveli and Daman & Diu,Business
2004,December,Lakshadweep,Domestic,37963,26491867.05,Top places in Lakshadweep,Education
2005,January,Andhra Pradesh,Domestic,65512,38822369.54,Top places in Andhra Pradesh,Leisure
2005,January,Arunachal Pradesh,International,47878,28053449.05,Top places in Arunachal Pradesh,Education
2005,January,Assam,Domestic,94174,63344944.23,Top places in Assam,Business
2005,January,Bihar,Domestic,87044,90456060.52,Top places in Bihar,Business
2005,January,Chhattisgarh,Domestic,61027,71980632.26,Top places in Chhattisgarh,Education
2005,January,Goa,Domestic,98946,144437754.1,Top places in Goa,Medical
2005,January,Gujarat,Total,11751,8091532.52,Top places in Gujarat,Business
2005,January,Haryana,Total,73217,58063863.82,Top places in Haryana,Leisure
2005,January,Himachal Pradesh,Domestic,28894,26106239.65,Top places in Himachal Pradesh,Business
2005,January,Jharkhand,Total,76698,54173344.44,Top places in Jharkhand,Pilgrimage
2005,January,Karnataka,Domestic,28402,22791682.62,Top places in Karnataka,Business
2005,January,Kerala,Domestic,52824,61780797.58,Top places in Kerala,Leisure
2005,January,Madhya Pradesh,International,17178,20277866.65,Top places in Madhya Pradesh,Leisure
2005,January,Maharashtra,International,85239,111505486.3,Top places in Maharashtra,Education
2005,January,Manipur,Domestic,55954,47571942.05,Top places in Manipur,Medical
2005,January,Meghalaya,International,78200,86015694.66,Top places in Meghalaya,Education
2005,January,Mizoram,International,98315,78446665.94,Top places in Mizoram,Leisure
2005,January,Nagaland,International,99351,126919086.7,Top places in Nagaland,Leisure
2005,January,Odisha,Total,30966,35286153.97,Top places in Odisha,Medical
2005,January,Punjab,Domestic,88923,127354658.8,Top places in Punjab,Leisure
2005,January,Rajasthan,Domestic,64632,82410779.13,Top places in Rajasthan,Medical
2005,January,Sikkim,Domestic,13810,15353470.39,Top places in Sikkim,Education
2005,January,Tamil Nadu,International,29515,22001344.62,Top places in Tamil Nadu,Education
2005,January,Telangana,Total,51528,76099142.83,Top places in Telangana,Business
2005,January,Tripura,International,79771,87457454.31,Top places in Tripura,Education
2005,January,Uttar Pradesh,Total,22986,26766515.98,Top places in Uttar Pradesh,Medical
2005,January,Uttarakhand,International,47594,32637024.7,Top places in Uttarakhand,Business
2005,January,West Bengal,International,33326,36254781.39,Top places in West Bengal,Education
2005,January,Delhi,Domestic,63207,67039616.88,Top places in Delhi,Business
2005,January,Puducherry,Domestic,9520,13363977.58,Top places in Puducherry,Pilgrimage
2005,January,Jammu & Kashmir,International,86587,105907342.7,Top places in Jammu & Kashmir,Pilgrimage
2005,January,Ladakh,Total,33301,19916279.22,Top places in Ladakh,Business
2005,January,Andaman & Nicobar,International,41984,21096753.25,Top places in Andaman & Nicobar,Business
2005,January,Chandigarh,International,74323,88467530.73,Top places in Chandigarh,Education
2005,January,Dadra & Nagar Haveli and Daman & Diu,Total,46247,39223821.37,Top places in Dadra & Nagar Haveli and Daman & Diu,Business
2005,January,Lakshadweep,International,23597,33589920.92,Top places in Lakshadweep,Pilgrimage
2005,February,Andhra Pradesh,Total,10292,8829239.89,Top places in Andhra Pradesh,Leisure
2005,February,Arunachal Pradesh,Domestic,55684,38203425.19,Top places in Arunachal Pradesh,Business
2005,February,Assam,International,95108,112405855.3,Top places in Assam,Leisure
2005,February,Bihar,International,27021,20986547.1,Top places in Bihar,Leisure
2005,February,Chhattisgarh,Total,48418,31815125.98,Top places in Chhattisgarh,Leisure
2005,February,Goa,International,35893,50735666.78,Top places in Goa,Leisure
2005,February,Gujarat,Total,95851,52133520.06,Top places in Gujarat,Leisure
2005,February,Haryana,Domestic,85233,62760480.68,Top places in Haryana,Pilgrimage
2005,February,Himachal Pradesh,Domestic,76157,78480113.57,Top places in Himachal Pradesh,Medical
2005,February,Jharkhand,Total,6667,9133192.59,Top places in Jharkhand,Education
2005,February,Karnataka,Domestic,35731,52999654.16,Top places in Karnataka,Business
2005,February,Kerala,Total,58992,67649205.67,Top places in Kerala,Medical
2005,February,Madhya Pradesh,International,31589,27513885.64,Top places in Madhya Pradesh,Medical
2005,February,Maharashtra,International,96279,107440746.4,Top places in Maharashtra,Leisure
2005,February,Manipur,Domestic,88360,51918782.36,Top places in Manipur,Leisure
2005,February,Meghalaya,Total,31862,21983488.15,Top places in Meghalaya,Education
2005,February,Mizoram,Total,93546,63852373.17,Top places in Mizoram,Medical
2005,February,Nagaland,Domestic,69258,66411452.32,Top places in Nagaland,Leisure
2005,February,Odisha,Domestic,83701,123780768.6,Top places in Odisha,Medical
2005,February,Punjab,Total,7180,9438975.9,Top places in Punjab,Business
2005,February,Rajasthan,Domestic,5878,7435353.39,Top places in Rajasthan,Medical
2005,February,Sikkim,Total,21300,30417388.79,Top places in Sikkim,Education
2005,February,Tamil Nadu,Domestic,97954,68406150.28,Top places in Tamil Nadu,Business
2005,February,Telangana,Total,71674,49734321.49,Top places in Telangana,Medical
2005,February,Tripura,Total,59358,30676736.16,Top places in Tripura,Pilgrimage
2005,February,Uttar Pradesh,Domestic,45697,25650882.07,Top places in Uttar Pradesh,Pilgrimage
2005,February,Uttarakhand,International,38471,26286984.16,Top places in Uttarakhand,Pilgrimage
2005,February,West Bengal,Domestic,61036,83418609.69,Top places in West Bengal,Pilgrimage
2005,February,Delhi,Total,84907,117640600.9,Top places in Delhi,Pilgrimage
2005,February,Puducherry,Domestic,73481,104478449.1,Top places in Puducherry,Leisure
2005,February,Jammu & Kashmir,International,95011,119400780.4,Top places in Jammu & Kashmir,Leisure
2005,February,Ladakh,Total,98435,133878134.9,Top places in Ladakh,Business
2005,February,Andaman & Nicobar,Total,48338,32797250.91,Top places in Andaman & Nicobar,Leisure
2005,February,Chandigarh,International,31344,25013217.65,Top places in Chandigarh,Pilgrimage
2005,February,Dadra & Nagar Haveli and Daman & Diu,Domestic,15896,18468052.68,Top places in Dadra & Nagar Haveli and Daman & Diu,Business
2005,February,Lakshadweep,Domestic,98832,145907913.7,Top places in Lakshadweep,Education
2005,March,Andhra Pradesh,International,69647,86290299.86,Top places in Andhra Pradesh,Pilgrimage
2005,March,Arunachal Pradesh,Domestic,77341,90044998.57,Top places in Arunachal Pradesh,Education
2005,March,Assam,Domestic,82651,113232968.1,Top places in Assam,Leisure
2005,March,Bihar,International,64371,72850869.52,Top places in Bihar,Leisure
2005,March,Chhattisgarh,Domestic,51549,63156131.96,Top places in Chhattisgarh,Pilgrimage
2005,March,Goa,Domestic,92272,110847993.7,Top places in Goa,Medical
2005,March,Gujarat,International,23275,14837945.92,Top places in Gujarat,Leisure
2005,March,Haryana,Domestic,51615,28404875.21,Top places in Haryana,Pilgrimage
2005,March,Himachal Pradesh,Domestic,33028,28897741.95,Top places in Himachal Pradesh,Leisure
2005,March,Jharkhand,International,64401,46652944.93,Top places in Jharkhand,Education
2005,March,Karnataka,International,6167,7402018.38,Top places in Karnataka,Education
2005,March,Kerala,Domestic,93726,134720978.4,Top places in Kerala,Business
2005,March,Madhya Pradesh,International,60455,34289800.87,Top places in Madhya Pradesh,Leisure
2005,March,Maharashtra,International,70912,68362034.07,Top places in Maharashtra,Pilgrimage
2005,March,Manipur,International,97405,79753346.52,Top places in Manipur,Pilgrimage
2005,March,Meghalaya,Total,88051,118194089,Top places in Meghalaya,Leisure
2005,March,Mizoram,Domestic,96408,143981234,Top places in Mizoram,Medical
2005,March,Nagaland,Domestic,41506,40457051.49,Top places in Nagaland,Education
2005,March,Odisha,Total,53012,60593141.29,Top places in Odisha,Medical
2005,March,Punjab,Total,55232,45697424.04,Top places in Punjab,Education
2005,March,Rajasthan,International,9507,5917439.67,Top places in Rajasthan,Business
2005,March,Sikkim,Domestic,89157,52342707.45,Top places in Sikkim,Education
2005,March,Tamil Nadu,Total,8228,8185220.42,Top places in Tamil Nadu,Education
2005,March,Telangana,Domestic,88053,55739438.18,Top places in Telangana,Medical
2005,March,Tripura,International,39093,27588822.79,Top places in Tripura,Medical
2005,March,Uttar Pradesh,Total,62690,88301287.82,Top places in Uttar Pradesh,Leisure
2005,March,Uttarakhand,Domestic,42992,57483505.21,Top places in Uttarakhand,Business
2005,March,West Bengal,International,42502,54121083.94,Top places in West Bengal,Business
2005,March,Delhi,Domestic,30829,29323947.6,Top places in Delhi,Leisure
2005,March,Puducherry,Domestic,63062,37579178.74,Top places in Puducherry,Education
2005,March,Jammu & Kashmir,Domestic,33654,32612444.37,Top places in Jammu & Kashmir,Pilgrimage
2005,March,Ladakh,Domestic,25293,16062847.55,Top places in Ladakh,Leisure
2005,March,Andaman & Nicobar,International,16567,19349493.47,Top places in Andaman & Nicobar,Medical
2005,March,Chandigarh,Total,33438,33081151.71,Top places in Chandigarh,Medical
2005,March,Dadra & Nagar Haveli and Daman & Diu,Total,22887,12584952.41,Top places in Dadra & Nagar Haveli and Daman & Diu,Education
2005,March,Lakshadweep,Domestic,35141,23376090.02,Top places in Lakshadweep,Pilgrimage
2005,April,Andhra Pradesh,International,95172,67553097.27,Top places in Andhra Pradesh,Medical
2005,April,Arunachal Pradesh,Total,47669,68376971.84,Top places in Arunachal Pradesh,Business
2005,April,Assam,International,74855,107275579,Top places in Assam,Medical
2005,April,Bihar,Total,40786,26525913.83,Top places in Bihar,Medical
2005,April,Chhattisgarh,Total,89548,102752081.6,Top places in Chhattisgarh,Medical
2005,April,Goa,Total,34741,44715453.5,Top places in Goa,Education
2005,April,Gujarat,International,89139,66897727.96,Top places in Gujarat,Education
2005,April,Haryana,International,67163,69889927.9,Top places in Haryana,Education
2005,April,Himachal Pradesh,Domestic,62043,64688238.47,Top places in Himachal Pradesh,Medical
2005,April,Jharkhand,Total,66614,47367756.69,Top places in Jharkhand,Education
2005,April,Karnataka,Domestic,60628,85890618.61,Top places in Karnataka,Leisure
2005,April,Kerala,Domestic,73796,103159239.3,Top places in Kerala,Pilgrimage
2005,April,Madhya Pradesh,Domestic,17823,11099965.26,Top places in Madhya Pradesh,Pilgrimage
2005,April,Maharashtra,Total,62696,84986148.23,Top places in Maharashtra,Pilgrimage
2005,April,Manipur,Total,21883,18099336.08,Top places in Manipur,Medical
2005,April,Meghalaya,International,68515,34390261.27,Top places in Meghalaya,Education
2005,April,Mizoram,Total,10809,7229487.96,Top places in Mizoram,Pilgrimage
2005,April,Nagaland,International,27385,30511838.49,Top places in Nagaland,Business
2005,April,Odisha,Total,44388,44725099.57,Top places in Odisha,Pilgrimage
2005,April,Punjab,Domestic,34282,29157954.08,Top places in Punjab,Education
2005,April,Rajasthan,Total,73005,77592459.98,Top places in Rajasthan,Business
2005,April,Sikkim,Domestic,39237,56398775.52,Top places in Sikkim,Education
2005,April,Tamil Nadu,Total,42611,52209245.47,Top places in Tamil Nadu,Education
2005,April,Telangana,Domestic,33035,29296714.29,Top places in Telangana,Medical
2005,April,Tripura,Total,58711,49691200.76,Top places in Tripura,Medical
2005,April,Uttar Pradesh,International,57798,84255679.67,Top places in Uttar Pradesh,Medical
2005,April,Uttarakhand,International,50072,45949293.55,Top places in Uttarakhand,Pilgrimage
2005,April,West Bengal,International,54261,41637844.2,Top places in West Bengal,Business
2005,April,Delhi,Domestic,65056,81609118.84,Top places in Delhi,Leisure
2005,April,Puducherry,International,29985,18856889.01,Top places in Puducherry,Medical
2005,April,Jammu & Kashmir,Domestic,40550,45867059.25,Top places in Jammu & Kashmir,Business
2005,April,Ladakh,Total,41978,57260730.44,Top places in Ladakh,Pilgrimage
2005,April,Andaman & Nicobar,International,5390,3606448.13,Top places in Andaman & Nicobar,Medical
2005,April,Chandigarh,Domestic,94704,129948526,Top places in Chandigarh,Leisure
2005,April,Dadra & Nagar Haveli and Daman & Diu,Total,96446,126795216.5,Top places in Dadra & Nagar Haveli and Daman & Diu,Business
2005,April,Lakshadweep,Domestic,65061,41282091.54,Top places in Lakshadweep,Pilgrimage
2005,May,Andhra Pradesh,Domestic,60031,78214797.69,Top places in Andhra Pradesh,Leisure
2005,May,Arunachal Pradesh,International,86004,121317529.7,Top places in Arunachal Pradesh,Business
2005,May,Assam,Total,91867,92647667.78,Top places in Assam,Medical
2005,May,Bihar,Total,55090,32419601.71,Top places in Bihar,Medical
2005,May,Chhattisgarh,Domestic,63524,52183405,Top places in Chhattisgarh,Education
2005,May,Goa,Total,32350,39158392.64,Top places in Goa,Business
2005,May,Gujarat,Total,70428,70758978.99,Top places in Gujarat,Business
2005,May,Haryana,International,86067,88891406.93,Top places in Haryana,Medical
2005,May,Himachal Pradesh,Domestic,84911,80765849.38,Top places in Himachal Pradesh,Medical
2005,May,Jharkhand,International,21423,17251620.08,Top places in Jharkhand,Pilgrimage
2005,May,Karnataka,International,75771,42850146.48,Top places in Karnataka,Business
2005,May,Kerala,Domestic,55961,52230052.74,Top places in Kerala,Pilgrimage
2005,May,Madhya Pradesh,Total,57896,76955023.95,Top places in Madhya Pradesh,Business
2005,May,Maharashtra,Domestic,66903,40734945.15,Top places in Maharashtra,Education
2005,May,Manipur,Domestic,70822,69291407.27,Top places in Manipur,Pilgrimage
2005,May,Meghalaya,Total,53192,74249048.02,Top places in Meghalaya,Leisure
2005,May,Mizoram,Domestic,98859,71194327.94,Top places in Mizoram,Education
2005,May,Nagaland,International,84830,81386492.11,Top places in Nagaland,Medical
2005,May,Odisha,Domestic,52607,57223844.83,Top places in Odisha,Medical
2005,May,Punjab,Total,97659,58101228.48,Top places in Punjab,Pilgrimage
2005,May,Rajasthan,Total,43573,31676370.95,Top places in Rajasthan,Leisure
2005,May,Sikkim,Total,90836,72488751.9,Top places in Sikkim,Medical
2005,May,Tamil Nadu,Total,77896,81737940.61,Top places in Tamil Nadu,Medical
2005,May,Telangana,International,86216,85329111.7,Top places in Telangana,Leisure
2005,May,Tripura,Domestic,78461,42477829.08,Top places in Tripura,Education
2005,May,Uttar Pradesh,Domestic,93220,139790120.9,Top places in Uttar Pradesh,Leisure
2005,May,Uttarakhand,Total,18076,17407081.46,Top places in Uttarakhand,Medical
2005,May,West Bengal,Total,75195,95177782.32,Top places in West Bengal,Pilgrimage
2005,May,Delhi,Domestic,22146,26974762.74,Top places in Delhi,Pilgrimage
2005,May,Puducherry,International,16140,12877035.99,Top places in Puducherry,Medical
2005,May,Jammu & Kashmir,Total,38865,43162511.92,Top places in Jammu & Kashmir,Business
2005,May,Ladakh,International,54893,44504444.71,Top places in Ladakh,Leisure
2005,May,Andaman & Nicobar,Total,24810,21292212.45,Top places in Andaman & Nicobar,Business
2005,May,Chandigarh,Total,76559,79152313.7,Top places in Chandigarh,Pilgrimage
2005,May,Dadra & Nagar Haveli and Daman & Diu,Domestic,33034,48369153.4,Top places in Dadra & Nagar Haveli and Daman & Diu,Education
2005,May,Lakshadweep,Total,45320,34130345.7,Top places in Lakshadweep,Leisure
2005,June,Andhra Pradesh,Domestic,59250,44339646.81,Top places in Andhra Pradesh,Leisure
2005,June,Arunachal Pradesh,International,46505,59076403,Top places in Arunachal Pradesh,Business
2005,June,Assam,International,94828,91717461.34,Top places in Assam,Business
2005,June,Bihar,Domestic,49379,46437074.6,Top places in Bihar,Medical
2005,June,Chhattisgarh,Domestic,67262,90070116.28,Top places in Chhattisgarh,Business
2005,June,Goa,Domestic,98513,51063121.76,Top places in Goa,Business
2005,June,Gujarat,Domestic,50221,36997217.09,Top places in Gujarat,Leisure
2005,June,Haryana,Total,44545,26630299.28,Top places in Haryana,Leisure
2005,June,Himachal Pradesh,Total,15775,16599500.18,Top places in Himachal Pradesh,Leisure
2005,June,Jharkhand,Total,53738,77095550.92,Top places in Jharkhand,Pilgrimage
2005,June,Karnataka,International,49797,47814302.4,Top places in Karnataka,Education
2005,June,Kerala,Total,10949,15194510.7,Top places in Kerala,Education
2005,June,Madhya Pradesh,International,67098,37664234.11,Top places in Madhya Pradesh,Medical
2005,June,Maharashtra,Total,59612,38587332.82,Top places in Maharashtra,Business
2005,June,Manipur,International,16047,20282474.51,Top places in Manipur,Leisure
2005,June,Meghalaya,International,77424,64931685.39,Top places in Meghalaya,Medical
2005,June,Mizoram,International,85579,55057665.78,Top places in Mizoram,Business
2005,June,Nagaland,Domestic,85187,94718048.67,Top places in Nagaland,Business
2005,June,Odisha,Domestic,22985,30604675.28,Top places in Odisha,Education
2005,June,Punjab,International,52833,51647609.82,Top places in Punjab,Medical
2005,June,Rajasthan,Total,81204,92826330.82,Top places in Rajasthan,Education
2005,June,Sikkim,Total,53238,75326270.14,Top places in Sikkim,Business
2005,June,Tamil Nadu,Total,90592,118409446.8,Top places in Tamil Nadu,Medical
2005,June,Telangana,International,81689,52622000.32,Top places in Telangana,Medical
2005,June,Tripura,Domestic,59980,76311861.59,Top places in Tripura,Business
2005,June,Uttar Pradesh,Domestic,6055,8296865.63,Top places in Uttar Pradesh,Leisure
2005,June,Uttarakhand,Total,33249,38988229.9,Top places in Uttarakhand,Business
2005,June,West Bengal,Total,11796,11186991.33,Top places in West Bengal,Business
2005,June,Delhi,Total,43694,32282375.09,Top places in Delhi,Pilgrimage
2005,June,Puducherry,Total,8963,7579773.65,Top places in Puducherry,Business
2005,June,Jammu & Kashmir,Total,76749,81943853.31,Top places in Jammu & Kashmir,Leisure
2005,June,Ladakh,International,30724,19912626.5,Top places in Ladakh,Education
2005,June,Andaman & Nicobar,International,5437,4531044.62,Top places in Andaman & Nicobar,Business
2005,June,Chandigarh,International,40628,35684077.08,Top places in Chandigarh,Pilgrimage
2005,June,Dadra & Nagar Haveli and Daman & Diu,Domestic,34680,29741038.36,Top places in Dadra & Nagar Haveli and Daman & Diu,Education
2005,June,Lakshadweep,Total,43410,43429143.06,Top places in Lakshadweep,Business
2005,July,Andhra Pradesh,Total,52034,60831132.94,Top places in Andhra Pradesh,Leisure
2005,July,Arunachal Pradesh,Domestic,93011,98274765.94,Top places in Arunachal Pradesh,Leisure
2005,July,Assam,International,36841,38460538.81,Top places in Assam,Education
2005,July,Bihar,International,14884,10994370.9,Top places in Bihar,Pilgrimage
2005,July,Chhattisgarh,International,19663,18802372.49,Top places in Chhattisgarh,Pilgrimage
2005,July,Goa,International,58202,59910930.07,Top places in Goa,Medical
2005,July,Gujarat,Total,86627,52384479.99,Top places in Gujarat,Education
2005,July,Haryana,Total,5029,3154594.21,Top places in Haryana,Pilgrimage
2005,July,Himachal Pradesh,International,26668,15844431.47,Top places in Himachal Pradesh,Leisure
2005,July,Jharkhand,Total,9066,11123323.97,Top places in Jharkhand,Leisure
2005,July,Karnataka,Total,77736,76261009.74,Top places in Karnataka,Leisure
2005,July,Kerala,International,25146,32873136.99,Top places in Kerala,Medical
2005,July,Madhya Pradesh,Domestic,52908,51126679.96,Top places in Madhya Pradesh,Medical
2005,July,Maharashtra,International,72308,38497799.6,Top places in Maharashtra,Pilgrimage
2005,July,Manipur,Total,80647,70354438.31,Top places in Manipur,Pilgrimage
2005,July,Meghalaya,Domestic,78395,114259845.5,Top places in Meghalaya,Business
2005,July,Mizoram,Domestic,65751,63082777.59,Top places in Mizoram,Medical
2005,July,Nagaland,Total,39154,38444257.61,Top places in Nagaland,Medical
2005,July,Odisha,Total,46266,42148317,Top places in Odisha,Medical
2005,July,Punjab,International,78493,112543548.6,Top places in Punjab,Medical
2005,July,Rajasthan,Domestic,16227,23016464.48,Top places in Rajasthan,Business
2005,July,Sikkim,International,37917,46746692.24,Top places in Sikkim,Business
2005,July,Tamil Nadu,International,22583,15705707.72,Top places in Tamil Nadu,Leisure
2005,July,Telangana,International,57415,53732777.16,Top places in Telangana,Education
2005,July,Tripura,Total,67119,77290914.33,Top places in Tripura,Business
2005,July,Uttar Pradesh,Total,18550,24345836.35,Top places in Uttar Pradesh,Education
2005,July,Uttarakhand,International,58845,71298877.37,Top places in Uttarakhand,Medical
2005,July,West Bengal,Domestic,18043,26165573.01,Top places in West Bengal,Pilgrimage
2005,July,Delhi,Total,76696,105951879.3,Top places in Delhi,Business
2005,July,Puducherry,Total,21931,27315003.97,Top places in Puducherry,Pilgrimage
2005,July,Jammu & Kashmir,International,45445,37153761.82,Top places in Jammu & Kashmir,Medical
2005,July,Ladakh,Total,73673,83546737.57,Top places in Ladakh,Education
2005,July,Andaman & Nicobar,Domestic,27840,28425598.8,Top places in Andaman & Nicobar,Business
2005,July,Chandigarh,Total,35770,31397194.61,Top places in Chandigarh,Leisure
2005,July,Dadra & Nagar Haveli and Daman & Diu,Total,42853,21717531.39,Top places in Dadra & Nagar Haveli and Daman & Diu,Pilgrimage
2005,July,Lakshadweep,International,34656,30203276,Top places in Lakshadweep,Leisure
2005,August,Andhra Pradesh,Total,71616,101995156.1,Top places in Andhra Pradesh,Education
2005,August,Arunachal Pradesh,International,46304,33586234.15,Top places in Arunachal Pradesh,Pilgrimage
2005,August,Assam,Domestic,62763,65589366.69,Top places in Assam,Leisure
2005,August,Bihar,Total,92357,123131618.6,Top places in Bihar,Education
2005,August,Chhattisgarh,Domestic,51848,60676931.27,Top places in Chhattisgarh,Leisure
2005,August,Goa,Domestic,34920,25853289.21,Top places in Goa,Medical
2005,August,Gujarat,Domestic,83372,112190301.2,Top places in Gujarat,Business
2005,August,Haryana,Domestic,92292,79150818.95,Top places in Haryana,Education
2005,August,Himachal Pradesh,Total,29528,28559227.45,Top places in Himachal Pradesh,Education
2005,August,Jharkhand,Domestic,87650,61690587.83,Top places in Jharkhand,Education
2005,August,Karnataka,Domestic,31346,32011760.49,Top places in Karnataka,Business
2005,August,Kerala,International,21707,23321051.52,Top places in Kerala,Pilgrimage
2005,August,Madhya Pradesh,Domestic,10533,7701766.62,Top places in Madhya Pradesh,Pilgrimage
2005,August,Maharashtra,Total,18603,14355334.88,Top places in Maharashtra,Education
2005,August,Manipur,Total,33398,31552988.89,Top places in Manipur,Medical
2005,August,Meghalaya,Domestic,25295,20257923.65,Top places in Meghalaya,Education
2005,August,Mizoram,Total,98931,114563047.2,Top places in Mizoram,Pilgrimage
2005,August,Nagaland,Total,5036,6624287.73,Top places in Nagaland,Business
2005,August,Odisha,Domestic,12652,10643547.45,Top places in Odisha,Business
2005,August,Punjab,Domestic,66166,34805209.02,Top places in Punjab,Leisure
2005,August,Rajasthan,International,31490,22627859.61,Top places in Rajasthan,Business
2005,August,Sikkim,Total,47329,45320248.05,Top places in Sikkim,Leisure
2005,August,Tamil Nadu,Total,66770,59598691.48,Top places in Tamil Nadu,Education
2005,August,Telangana,Total,79498,102747433.2,Top places in Telangana,Education
2005,August,Tripura,International,83807,59314001.35,Top places in Tripura,Education
2005,August,Uttar Pradesh,International,70648,89487482.61,Top places in Uttar Pradesh,Leisure
2005,August,Uttarakhand,Domestic,21854,24753721.53,Top places in Uttarakhand,Education
2005,August,West Bengal,Domestic,26193,18341971.13,Top places in West Bengal,Pilgrimage
2005,August,Delhi,Total,84328,91390052.64,Top places in Delhi,Business
2005,August,Puducherry,Total,29900,22817897.47,Top places in Puducherry,Business
2005,August,Jammu & Kashmir,Total,16546,20878450.42,Top places in Jammu & Kashmir,Pilgrimage
2005,August,Ladakh,Total,50811,32054285.58,Top places in Ladakh,Business
2005,August,Andaman & Nicobar,Total,55340,30345495.77,Top places in Andaman & Nicobar,Business
2005,August,Chandigarh,Domestic,16578,15268339.32,Top places in Chandigarh,Pilgrimage
2005,August,Dadra & Nagar Haveli and Daman & Diu,Total,49257,70316154.69,Top places in Dadra & Nagar Haveli and Daman & Diu,Medical
2005,August,Lakshadweep,Total,46774,35642813.56,Top places in Lakshadweep,Pilgrimage
2005,September,Andhra Pradesh,Total,10518,10892659.74,Top places in Andhra Pradesh,Education
2005,September,Arunachal Pradesh,Domestic,27110,30226690.6,Top places in Arunachal Pradesh,Medical
2005,September,Assam,Total,48458,38489027.64,Top places in Assam,Education
2005,September,Bihar,International,87297,60727011.4,Top places in Bihar,Pilgrimage
2005,September,Chhattisgarh,Domestic,10369,13267424.47,Top places in Chhattisgarh,Education
2005,September,Goa,Domestic,67082,82833128.84,Top places in Goa,Business
2005,September,Gujarat,Domestic,66257,65492015.89,Top places in Gujarat,Medical
2005,September,Haryana,International,18928,14600002.36,Top places in Haryana,Pilgrimage
2005,September,Himachal Pradesh,International,67266,35693919.32,Top places in Himachal Pradesh,Education
